Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
France,FRA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,80.76923
France,FRA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,88.94231
France,FRA,Control of Corruption: Standard Error,CC.STD.ERR,0.1501352
France,FRA,Government Effectiveness: Estimate,GE.EST,1.247808
France,FRA,Government Effectiveness: Number of Sources,GE.NO.SRC,7
France,FRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.53846
France,FRA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75.96154
France,FRA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,93.75
France,FRA,Government Effectiveness: Standard Error,GE.STD.ERR,0.2330565
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3125098
France,FRA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7
France,FRA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,56.60378
France,FRA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,44.81132
France,FRA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,69.33962
France,FRA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2323598
France,FRA,Regulatory Quality: Estimate,RQ.EST,1.195966
France,FRA,Regulatory Quality: Number of Sources,RQ.NO.SRC,7
France,FRA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,85.57692
France,FRA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,75
France,FRA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,92.78846
France,FRA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2324971
France,FRA,Rule of Law: Estimate,RL.EST,1.327411
France,FRA,Rule of Law: Number of Sources,RL.NO.SRC,10
France,FRA,Rule of Law: Percentile Rank,RL.PER.RNK,87.98077
France,FRA,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,84.13461
France,FRA,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,91.34615
France,FRA,Rule of Law: Standard Error,RL.STD.ERR,0.1557747
France,FRA,Voice and Accountability: Estimate,VA.EST,1.06943
France,FRA,Voice and Accountability: Number of Sources,VA.NO.SRC,10
France,FRA,Voice and Accountability: Percentile Rank,VA.PER.RNK,82.6087
France,FRA,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,74.87923
France,FRA,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,89.37198
France,FRA,Voice and Accountability: Standard Error,VA.STD.ERR,0.1103329
French Guiana,GUF,Control of Corruption: Estimate,CC.EST,0.929781
French Guiana,GUF,Control of Corruption: Number of Sources,CC.NO.SRC,2
French Guiana,GUF,Control of Corruption: Percentile Rank,CC.PER.RNK,81.25
French Guiana,GUF,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,68.26923
French Guiana,GUF,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,88.94231
French Guiana,GUF,Control of Corruption: Standard Error,CC.STD.ERR,0.2635069
French Guiana,GUF,Government Effectiveness: Estimate,GE.EST,1.320387
French Guiana,GUF,Government Effectiveness: Number of Sources,GE.NO.SRC,2
French Guiana,GUF,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.5
French Guiana,GUF,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,74.51923
French Guiana,GUF,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,98.07692
French Guiana,GUF,Government Effectiveness: Standard Error,GE.STD.ERR,0.3582695
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3325475
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,57.07547
French Guiana,GUF,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,43.39622
French Guiana,GUF,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,72.16982
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2717306
French Guiana,GUF,Regulatory Quality: Estimate,RQ.EST,1.185055
French Guiana,GUF,Regulatory Quality: Number of Sources,RQ.NO.SRC,2
French Guiana,GUF,Regulatory Quality: Percentile Rank,RQ.PER.RNK,84.61539
French Guiana,GUF,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,72.11539
French Guiana,GUF,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,97.59615
French Guiana,GUF,Regulatory Quality: Standard Error,RQ.STD.ERR,0.3733453
French Guiana,GUF,Rule of Law: Estimate,RL.EST,1.197893
French Guiana,GUF,Rule of Law: Number of Sources,RL.NO.SRC,2
French Guiana,GUF,Rule of Law: Percentile Rank,RL.PER.RNK,86.53846
French Guiana,GUF,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,77.88461
French Guiana,GUF,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,90.38461
French Guiana,GUF,Rule of Law: Standard Error,RL.STD.ERR,0.1939131
French Guiana,GUF,Voice and Accountability: Estimate,VA.EST,1.289108
French Guiana,GUF,Voice and Accountability: Number of Sources,VA.NO.SRC,1
French Guiana,GUF,Voice and Accountability: Percentile Rank,VA.PER.RNK,92.75362
French Guiana,GUF,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,72.46377
French Guiana,GUF,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,99.51691
French Guiana,GUF,Voice and Accountability: Standard Error,VA.STD.ERR,0.2606463
Gabon,GAB,Control of Corruption: Estimate,CC.EST,-0.9244228
Gabon,GAB,Control of Corruption: Number of Sources,CC.NO.SRC,12
Gabon,GAB,Control of Corruption: Percentile Rank,CC.PER.RNK,18.75
Gabon,GAB,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,11.53846
Gabon,GAB,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,26.92308
Gabon,GAB,Control of Corruption: Standard Error,CC.STD.ERR,0.1546645
Gabon,GAB,Government Effectiveness: Estimate,GE.EST,-0.9099023
Gabon,GAB,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Gabon,GAB,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.30769
Gabon,GAB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,10.09615
Gabon,GAB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,30.28846
Gabon,GAB,Government Effectiveness: Standard Error,GE.STD.ERR,0.208774
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0771416
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,5
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,44.33962
Gabon,GAB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,28.30189
Gabon,GAB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,56.60378
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2437513
Gabon,GAB,Regulatory Quality: Estimate,RQ.EST,-0.8784322
Gabon,GAB,Regulatory Quality: Number of Sources,RQ.NO.SRC,8
Gabon,GAB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,17.78846
Gabon,GAB,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,10.09615
Gabon,GAB,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,32.69231
Gabon,GAB,Regulatory Quality: Standard Error,RQ.STD.ERR,0.1961052
Gabon,GAB,Rule of Law: Estimate,RL.EST,-0.6654624
Gabon,GAB,Rule of Law: Number of Sources,RL.NO.SRC,12
Gabon,GAB,Rule of Law: Percentile Rank,RL.PER.RNK,27.88461
Gabon,GAB,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,18.75
Gabon,GAB,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,36.05769
Gabon,GAB,Rule of Law: Standard Error,RL.STD.ERR,0.1494541
Gabon,GAB,Voice and Accountability: Estimate,VA.EST,-0.9939862
Gabon,GAB,Voice and Accountability: Number of Sources,VA.NO.SRC,11
Gabon,GAB,Voice and Accountability: Percentile Rank,VA.PER.RNK,21.25604
Gabon,GAB,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,15.45894
Gabon,GAB,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,26.08696
Gabon,GAB,Voice and Accountability: Standard Error,VA.STD.ERR,0.1264665
"Gambia, The",GMB,Control of Corruption: Estimate,CC.EST,-0.3428272
"Gambia, The",GMB,Control of Corruption: Number of Sources,CC.NO.SRC,11
"Gambia, The",GMB,Control of Corruption: Percentile Rank,CC.PER.RNK,43.26923
"Gambia, The",GMB,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,28.84615
"Gambia, The",GMB,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,51.44231
"Gambia, The",GMB,Control of Corruption: Standard Error,CC.STD.ERR,0.1557256
"Gambia, The",GMB,Government Effectiveness: Estimate,GE.EST,-0.6720108
"Gambia, The",GMB,Government Effectiveness: Number of Sources,GE.NO.SRC,9
"Gambia, The",GMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.44231
"Gambia, The",GMB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,12.98077
"Gambia, The",GMB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,40.38462
"Gambia, The",GMB,Government Effectiveness: Standard Error,GE.STD.ERR,0.2125774
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.2453408
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,5
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,55.18868
"Gambia, The",GMB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,41.98113
"Gambia, The",GMB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,67.45283
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2437513
"Gambia, The",GMB,Regulatory Quality: Estimate,RQ.EST,-0.6875781
"Gambia, The",GMB,Regulatory Quality: Number of Sources,RQ.NO.SRC,8
"Gambia, The",GMB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,25.96154
"Gambia, The",GMB,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,12.98077
"Gambia, The",GMB,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,38.94231
"Gambia, The",GMB,Regulatory Quality: Standard Error,RQ.STD.ERR,0.1961052
"Gambia, The",GMB,Rule of Law: Estimate,RL.EST,-0.3659326
"Gambia, The",GMB,Rule of Law: Number of Sources,RL.NO.SRC,11
"Gambia, The",GMB,Rule of Law: Percentile Rank,RL.PER.RNK,39.42308
"Gambia, The",GMB,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,28.84615
"Gambia, The",GMB,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,49.03846
"Gambia, The",GMB,Rule of Law: Standard Error,RL.STD.ERR,0.1499374
"Gambia, The",GMB,Voice and Accountability: Estimate,VA.EST,-0.2009927
"Gambia, The",GMB,Voice and Accountability: Number of Sources,VA.NO.SRC,11
"Gambia, The",GMB,Voice and Accountability: Percentile Rank,VA.PER.RNK,38.64734
"Gambia, The",GMB,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,34.78261
"Gambia, The",GMB,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,45.89372
"Gambia, The",GMB,Voice and Accountability: Standard Error,VA.STD.ERR,0.125724
Georgia,GEO,Control of Corruption: Estimate,CC.EST,0.5959197
Georgia,GEO,Control of Corruption: Number of Sources,CC.NO.SRC,9
Georgia,GEO,Control of Corruption: Percentile Rank,CC.PER.RNK,71.63461
Georgia,GEO,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,63.94231
Georgia,GEO,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,80.28846
Georgia,GEO,Control of Corruption: Standard Error,CC.STD.ERR,0.1511265
Georgia,GEO,Government Effectiveness: Estimate,GE.EST,0.787501
Georgia,GEO,Government Effectiveness: Number of Sources,GE.NO.SRC,6
Georgia,GEO,Government Effectiveness: Percentile Rank,GE.PER.RNK,75.48077
Georgia,GEO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,64.42308
Georgia,GEO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,86.05769
Georgia,GEO,Government Effectiveness: Standard Error,GE.STD.ERR,0.2646938
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.4307931
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,5
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,30.66038
Georgia,GEO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,17.92453
Georgia,GEO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,45.28302
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2478092
Georgia,GEO,Regulatory Quality: Estimate,RQ.EST,1.108767
Georgia,GEO,Regulatory Quality: Number of Sources,RQ.NO.SRC,7
Georgia,GEO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,83.65385
Georgia,GEO,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,73.55769
Georgia,GEO,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,91.34615
Georgia,GEO,Regulatory Quality: Standard Error,RQ.STD.ERR,0.207614
Georgia,GEO,Rule of Law: Estimate,RL.EST,0.2859657
Georgia,GEO,Rule of Law: Number of Sources,RL.NO.SRC,10
Georgia,GEO,Rule of Law: Percentile Rank,RL.PER.RNK,61.05769
Georgia,GEO,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,54.80769
Georgia,GEO,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,67.78846
Georgia,GEO,Rule of Law: Standard Error,RL.STD.ERR,0.1456708
Georgia,GEO,Voice and Accountability: Estimate,VA.EST,0.0554018
Georgia,GEO,Voice and Accountability: Number of Sources,VA.NO.SRC,10
Georgia,GEO,Voice and Accountability: Percentile Rank,VA.PER.RNK,49.75845
Georgia,GEO,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,39.61353
Georgia,GEO,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,56.52174
Georgia,GEO,Voice and Accountability: Standard Error,VA.STD.ERR,0.1275308
Germany,DEU,Control of Corruption: Estimate,CC.EST,1.858251
Germany,DEU,Control of Corruption: Number of Sources,CC.NO.SRC,10
Germany,DEU,Control of Corruption: Percentile Rank,CC.PER.RNK,95.19231
Germany,DEU,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,91.82692
Germany,DEU,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,97.59615
Germany,DEU,Control of Corruption: Standard Error,CC.STD.ERR,0.1501352
Germany,DEU,Government Effectiveness: Estimate,GE.EST,1.360798
Germany,DEU,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.94231
Germany,DEU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,78.84615
Germany,DEU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,95.67308
Germany,DEU,Government Effectiveness: Standard Error,GE.STD.ERR,0.2330565
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6710114
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,68.86793
Germany,DEU,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,55.66038
Germany,DEU,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,87.73585
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2323598
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,1.582715
Germany,DEU,Regulatory Quality: Number of Sources,RQ.NO.SRC,7
Germany,DEU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,93.26923
Germany,DEU,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,85.57692
Germany,DEU,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,99.51923
Germany,DEU,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2324971
Germany,DEU,Rule of Law: Estimate,RL.EST,1.557932
Germany,DEU,Rule of Law: Number of Sources,RL.NO.SRC,10
Germany,DEU,Rule of Law: Percentile Rank,RL.PER.RNK,91.34615
Germany,DEU,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,87.01923
Germany,DEU,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,97.11539
Germany,DEU,Rule of Law: Standard Error,RL.STD.ERR,0.1557747
Germany,DEU,Voice and Accountability: Estimate,VA.EST,1.377576
Germany,DEU,Voice and Accountability: Number of Sources,VA.NO.SRC,10
Germany,DEU,Voice and Accountability: Percentile Rank,VA.PER.RNK,94.2029
Germany,DEU,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,88.88889
Germany,DEU,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,98.55073
Germany,DEU,Voice and Accountability: Standard Error,VA.STD.ERR,0.1103329
Ghana,GHA,Control of Corruption: Estimate,CC.EST,-0.1155107
Ghana,GHA,Control of Corruption: Number of Sources,CC.NO.SRC,14
Ghana,GHA,Control of Corruption: Percentile Rank,CC.PER.RNK,50.48077
Ghana,GHA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,44.23077
Ghana,GHA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,60.57692
Ghana,GHA,Control of Corruption: Standard Error,CC.STD.ERR,0.1373277
Ghana,GHA,Government Effectiveness: Estimate,GE.EST,-0.1526524
Ghana,GHA,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Ghana,GHA,Government Effectiveness: Percentile Rank,GE.PER.RNK,46.63462
Ghana,GHA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,34.61538
Ghana,GHA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,60.57692
Ghana,GHA,Government Effectiveness: Standard Error,GE.STD.ERR,0.1986486
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1258658
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,51.88679
Ghana,GHA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,38.67924
Ghana,GHA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,62.26415
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2382714
Ghana,GHA,Regulatory Quality: Estimate,RQ.EST,0.0001739
Ghana,GHA,Regulatory Quality: Number of Sources,RQ.NO.SRC,10
Ghana,GHA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,52.40385
Ghana,GHA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,40.38462
Ghana,GHA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,62.98077
Ghana,GHA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.1818842
Ghana,GHA,Rule of Law: Estimate,RL.EST,-0.0386941
Ghana,GHA,Rule of Law: Number of Sources,RL.NO.SRC,14
Ghana,GHA,Rule of Law: Percentile Rank,RL.PER.RNK,53.84615
Ghana,GHA,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,44.71154
Ghana,GHA,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,58.17308
Ghana,GHA,Rule of Law: Standard Error,RL.STD.ERR,0.1389263
Ghana,GHA,Voice and Accountability: Estimate,VA.EST,0.5831697
Ghana,GHA,Voice and Accountability: Number of Sources,VA.NO.SRC,13
Ghana,GHA,Voice and Accountability: Percentile Rank,VA.PER.RNK,64.7343
Ghana,GHA,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,58.45411
Ghana,GHA,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,71.0145
Ghana,GHA,Voice and Accountability: Standard Error,VA.STD.ERR,0.1205337
Greece,GRC,Control of Corruption: Estimate,CC.EST,0.0598671
Greece,GRC,Control of Corruption: Number of Sources,CC.NO.SRC,10
Greece,GRC,Control of Corruption: Percentile Rank,CC.PER.RNK,58.65385
Greece,GRC,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,47.11538
Greece,GRC,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,63.46154
Greece,GRC,Control of Corruption: Standard Error,CC.STD.ERR,0.1501352
Greece,GRC,Government Effectiveness: Estimate,GE.EST,0.4444801
Greece,GRC,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Greece,GRC,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.23077
Greece,GRC,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,56.25
Greece,GRC,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75.96154
Greece,GRC,Government Effectiveness: Standard Error,GE.STD.ERR,0.2330565
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1251008
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,51.41509
Greece,GRC,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,39.15094
Greece,GRC,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,61.79245
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2323598
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,0.5500144
Greece,GRC,Regulatory Quality: Number of Sources,RQ.NO.SRC,7
Greece,GRC,Regulatory Quality: Percentile Rank,RQ.PER.RNK,72.11539
Greece,GRC,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,58.17308
Greece,GRC,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,77.88461
Greece,GRC,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2324971
Greece,GRC,Rule of Law: Estimate,RL.EST,0.3202699
Greece,GRC,Rule of Law: Number of Sources,RL.NO.SRC,10
Greece,GRC,Rule of Law: Percentile Rank,RL.PER.RNK,62.98077
Greece,GRC,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,55.76923
Greece,GRC,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,70.19231
Greece,GRC,Rule of Law: Standard Error,RL.STD.ERR,0.1557747
Greece,GRC,Voice and Accountability: Estimate,VA.EST,0.96592
Greece,GRC,Voice and Accountability: Number of Sources,VA.NO.SRC,9
Greece,GRC,Voice and Accountability: Percentile Rank,VA.PER.RNK,78.74397
Greece,GRC,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,71.0145
Greece,GRC,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,87.43961
Greece,GRC,Voice and Accountability: Standard Error,VA.STD.ERR,0.1110868
Greenland,GRL,Control of Corruption: Estimate,CC.EST,1.034216
Greenland,GRL,Control of Corruption: Number of Sources,CC.NO.SRC,1
